Symbol,Name
6331,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
6332,RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares
6333,RLMD,Relmada Therapeutics Inc. Common Stock
6334,RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share
6335,RLYB,Rallybio Corporation Common Stock
6336,RM,Regional Management Corp. Common Stock
6337,RMAX,RE/MAX Holdings Inc. Class A Common Stock
6338,RMBI,Richmond Mutual Bancorporation Inc. Common Stock
6339,RMBL,RumbleOn Inc. Class B Common Stock
6340,RMBS,Rambus Inc. Common Stock
6341,RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock
6342,RMD,ResMed Inc. Common Stock
6343,RMED,Ra Medical Systems Inc. Common Stock
6344,RMGC,RMG Acquisition Corp. III Class A Ordinary Shares
6345,RMGCU,RMG Acquisition Corp. III Unit
6346,RMGCW,RMG Acquisition Corp. III Warrant
6347,RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
6348,RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
6349,RMNI,Rimini Street Inc. (DE) Common Stock
6350,RMO,Romeo Power Inc. Class A Common Stock
6351,RMPL^,RiverNorth Specialty Finance Corporation 5.875% 
6352,RMR,The RMR Group Inc. Class A Common Stock
6353,RMT,Royce Micro-Cap Trust Inc. Common Stock
6354,RMTI,Rockwell Medical Inc. (DE) Common Stock
6355,RNA,Avidity Biosciences Inc. Common Stock
6356,RNAZ,TransCode Therapeutics Inc. Common Stock
6357,RNDB,Randolph Bancorp Inc. Common Stock
6358,RNERU,Mount Rainier Acquisition Corp. Unit
6359,RNG,RingCentral Inc. Class A Common Stock
6360,RNGR,Ranger Energy Services Inc. Class A Common Stock
6361,RNLX,Renalytix plc American Depositary Shares
6362,RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
6363,RNR,RenaissanceRe Holdings Ltd. Common Stock
6364,RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share
6365,RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares
6366,RNST,Renasant Corporation Common Stock
6367,RNW,ReNew Energy Global plc Class A Ordinary Shares
6368,RNWK,RealNetworks Inc. Common Stock
6369,RNWWW,ReNew Energy Global plc Warrant
6370,RNXT,RenovoRx Inc. Common Stock
6371,ROAD,Construction Partners Inc. Class A Common Stock
6372,ROCAU,ROC Energy Acquisition Corp. Unit
6373,ROCC,Ranger Oil Corporation Class A Common Stock
6374,ROCG,Roth CH Acquisition IV Co. Common Stock
6375,ROCGU,Roth CH Acquisition IV Co. Unit
6376,ROCGW,Roth CH Acquisition IV Co. Warrant
6377,ROCK,Gibraltar Industries Inc. Common Stock
6378,ROCLU,Roth CH Acquisition V Co. Unit
6379,ROCR,Roth CH Acquisition III Co. Common stock
6380,ROCRU,Roth CH Acquisition III Co. Unit
6381,ROCRW,Roth CH Acquisition III Co. Warrant
6382,ROG,Rogers Corporation Common Stock
6383,ROIC,Retail Opportunity Investments Corp. Common Stock (MD)
6384,ROIV,Roivant Sciences Ltd. Common Shares
6385,ROIVW,Roivant Sciences Ltd. Warrant
6386,ROK,Rockwell Automation Inc. Common Stock
6387,ROKU,Roku Inc. Class A Common Stock
6388,ROL,Rollins Inc. Common Stock
6389,ROLL,RBC Bearings Incorporated Common Stock
6390,ROLLP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock
6391,RONI,Rice Acquisition Corp. II Class A Ordinary Shares
6392,ROOT,Root Inc. Class A Common Stock
6393,ROP,Roper Technologies Inc. Common Stock
6394,ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares
6395,ROSEU,Rose Hill Acquisition Corporation Unit
6396,ROSEW,Rose Hill Acquisition Corporation Warrant
6397,ROSS,Ross Acquisition Corp II Class A Ordinary Shares
6398,ROST,Ross Stores Inc. Common Stock
6399,ROVR,Rover Group Inc. Class A Common Stock
6400,ROVRW,Rover Group Inc. Warrant
6401,RPAY,Repay Holdings Corporation Class A Common Stock
6402,RPD,Rapid7 Inc. Common Stock
6403,RPHM,Reneo Pharmaceuticals Inc. Common Stock
6404,RPID,Rapid Micro Biosystems Inc. Class A Common Stock
6405,RPM,RPM International Inc. Common Stock
6406,RPRX,Royalty Pharma plc Class A Ordinary Shares 
6407,RPT,RPT Realty Common Stock
6408,RPT^D,RPT Realty 7.25% 
6409,RPTX,Repare Therapeutics Inc. Common Shares
6410,RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
6411,RRBI,Red River Bancshares Inc. Common Stock
6412,RRC,Range Resources Corporation Common Stock
6413,RRD,R.R. Donnelley & Sons Company Common Stock
6414,RRGB,Red Robin Gourmet Burgers Inc. Common Stock
6415,RRR,Red Rock Resorts Inc. Class A Common Stock
6416,RRX,Regal Rexnord Corporation Common Stock
6417,RS,Reliance Steel & Aluminum Co. Common Stock (DE)
6418,RSF,RiverNorth Specialty Finance Corporation
6419,RSG,Republic Services Inc. Common Stock
6420,RSI,Rush Street Interactive Inc. Class A Common Stock
6421,RSKD,Riskified Ltd. Class A Ordinary Shares
6422,RSLS,ReShape Lifesciences Inc. Common Stock
6423,RSSS,Research Solutions Inc Common Stock
6424,RSVR,Reservoir Media Inc. Common Stock
6425,RSVRW,Reservoir Media Inc. Warrant
6426,RTLR,Rattler Midstream LP Common Units
6427,RTX,Raytheon Technologies Corporation Common Stock
6428,RUBY,Rubius Therapeutics Inc. Common Stock
6429,RUN,Sunrun Inc. Common Stock
6430,RUSHA,Rush Enterprises Inc. Common Stock Cl A
6431,RUSHB,Rush Enterprises Inc. Class B
6432,RUTH,Ruth's Hospitality Group Inc. Common Stock
6433,RVAC,Riverview Acquisition Corp. Class A Common Stock
6434,RVACU,Riverview Acquisition Corp. Unit
6435,RVACW,Riverview Acquisition Corp. Warrant
6436,RVI,Retail Value Inc. Common Stock 
6437,RVLV,Revolve Group Inc. Class A Common Stock
6438,RVMD,Revolution Medicines Inc. Common Stock
6439,RVNC,Revance Therapeutics Inc. Common Stock
6440,RVP,Retractable Technologies Inc. Common Stock
6441,RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock 
6442,RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants
6443,RVSB,Riverview Bancorp Inc Common Stock
6444,RVT,Royce Value Trust Inc. Common Stock
6445,RWAY,Runway Growth Finance Corp. Common Stock
6446,RWLK,ReWalk Robotics Ltd. Ordinary Shares
6447,RWT,Redwood Trust Inc. Common Stock
6448,RXDX,Prometheus Biosciences Inc. Common Stock
6449,RXRA,RXR Acquisition Corp. Class A Common Stock
6450,RXRAU,RXR Acquisition Corp. Units
6451,RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock
6452,RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock
6453,RXST,RxSight Inc. Common Stock
6454,RXT,Rackspace Technology Inc. Common Stock
6455,RY,Royal Bank Of Canada Common Stock
6456,RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2
6457,RYAAY,Ryanair Holdings plc American Depositary Shares
6458,RYAM,Rayonier Advanced Materials Inc. Common Stock
6459,RYAN,Ryan Specialty Group Holdings Inc. Class A Common Stock
6460,RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share
6461,RYI,Ryerson Holding Corporation Common Stock
6462,RYN,Rayonier Inc. REIT Common Stock
6463,RYTM,Rhythm Pharmaceuticals Inc. Common Stock
6464,RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042
6465,RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
6466,RZLT,Rezolute Inc. Common Stock (NV)
6467,S,SentinelOne Inc. Class A Common Stock
6468,SA,Seabridge Gold Inc. Ordinary Shares (Canada)
6469,SABR,Sabre Corporation Common Stock
6470,SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock
6471,SABS,SAB Biotherapeutics Inc. Common Stock
6472,SABSW,SAB Biotherapeutics Inc. Warrant
6473,SACC,Sachem Capital Corp. 6.875% Notes due 2024
6474,SACH,Sachem Capital Corp. Common Shares
6475,SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock
6476,SAFE,Safehold Inc. Common Stock
6477,SAFM,Sanderson Farms Inc. Common Stock
6478,SAFT,Safety Insurance Group Inc. Common Stock
6479,SAGAU,Sagaliam Acquisition Corp. Units
6480,SAGE,Sage Therapeutics Inc. Common Stock
6481,SAH,Sonic Automotive Inc. Common Stock
6482,SAIA,Saia Inc. Common Stock
6483,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
6484,SAIL,SailPoint Technologies Holdings Inc. Common Stock
6485,SAK,Saratoga Investment Corp 7.25% Notes due 2025
6486,SAL,Salisbury Bancorp Inc. Common Stock
6487,SALM,Salem Media Group Inc. Class A Common Stock
6488,SAM,Boston Beer Company Inc. (The) Common Stock
6489,SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock
6490,SAMAU,Schultze Special Purpose Acquisition Corp. II Units
6491,SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant
6492,SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock
6493,SAN,Banco Santander S.A. Sponsored ADR (Spain)
6494,SANA,Sana Biotechnology Inc. Common Stock
6495,SANB,Sanaby Health Acquisition Corp. I Class A Common Stock
6496,SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
6497,SANG,Sangoma Technologies Corporation Common Shares
6498,SANM,Sanmina Corporation Common Stock
6499,SANW,S&W Seed Company Common Stock (NV)
6500,SAP,SAP  SE ADS
6501,SAR,Saratoga Investment Corp New
6502,SASR,Sandy Spring Bancorp Inc. Common Stock
6503,SATS,EchoStar  Corporation Common Stock
6504,SAVA,Cassava Sciences Inc. Common Stock
6505,SAVE,Spirit Airlines Inc. Common Stock
6506,SB,Safe Bulkers Inc Common Stock ($0.001 par value)
6507,SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)
6508,SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands)
6509,SBAC,SBA Communications Corporation Class A Common Stock
6510,SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
6511,SBCF,Seacoast Banking Corporation of Florida Common Stock
6512,SBEA,SilverBox Engaged Merger Corp I Class A Common Stock
6513,SBEAU,SilverBox Engaged Merger Corp I Units
6514,SBEAW,SilverBox Engaged Merger Corp I Warrant
6515,SBET,SharpLink Gaming Ltd. Ordinary Shares
6516,SBEV,Splash Beverage Group Inc. (NV) Common Stock
6517,SBFG,SB Financial Group Inc. Common Stock
6518,SBGI,Sinclair Broadcast Group Inc. Class A Common Stock
6519,SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock
6520,SBI,Western Asset Intermediate Muni Fund Inc Common Stock
6521,SBII,Sandbridge X2 Corp. Class A Common Stock
6522,SBLK,Star Bulk Carriers Corp. Common Shares
6523,SBNY,Signature Bank Common Stock
6524,SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock
6525,SBOW,SilverBow Resorces Inc. Common Stock
6526,SBR,Sabine Royalty Trust Common Stock
6527,SBRA,Sabra Health Care REIT Inc. Common Stock
6528,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
6529,SBSI,Southside Bancshares Inc. Common Stock
6530,SBSW,D/B/A Sibanye-Stillwater Limited ADS
6531,SBT,Sterling Bancorp Inc. Common Stock
6532,SBTX,Silverback Therapeutics Inc. Common Stock
6533,SBUX,Starbucks Corporation Common Stock
6534,SC,Santander Consumer USA Holdings Inc. Common Stock
6535,SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock
6536,SCAQU,Stratim Cloud Acquisition Corp. Unit
6537,SCCB,Sachem Capital Corp. 7.125% Notes due 2024
6538,SCCC,Sachem Capital Corp. 7.75% Notes due 2025
6539,SCCD,Sachem Capital Corp. 6.00% Notes due 2026
6540,SCCO,Southern Copper Corporation Common Stock
6541,SCD,LMP Capital and Income Fund Inc. Common Stock
6542,SCE^G,SCE Trust II Trust Preferred Securities
6543,SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities
6544,SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities
6545,SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities
6546,SCE^L,SCE TRUST VI
6547,SCHL,Scholastic Corporation Common Stock
6548,SCHN,Schnitzer Steel Industries Inc. Class A Common Stock
6549,SCHW,Charles Schwab Corporation (The) Common Stock
6550,SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D
6551,SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J
6552,SCI,Service Corporation International Common Stock
6553,SCKT,Socket Mobile Inc. Common Stock
6554,SCL,Stepan Company Common Stock
6555,SCLE,Broadscale Acquisition Corp. Class A common stock
6556,SCLEU,Broadscale Acquisition Corp. Units
6557,SCLEW,Broadscale Acquisition Corp. Warrant
6558,SCM,Stellus Capital Investment Corporation Common Stock
6559,SCMAU,Seaport Calibre Materials Acquisition Corp. Unit
6560,SCMAW,Seaport Calibre Materials Acquisition Corp. Warrant
6561,SCOA,ScION Tech Growth I Class A Ordinary Shares
6562,SCOAW,ScION Tech Growth I Warrant
6563,SCOB,ScION Tech Growth II Class A Ordinary Shares
6564,SCOBW,ScION Tech Growth II Warrants
6565,SCOR,comScore Inc. Common Stock
6566,SCPH,scPharmaceuticals Inc. Common Stock
6567,SCPL,SciPlay Corporation Class A Common Stock
6568,SCPS,Scopus BioPharma Inc. Common Stock
6569,SCS,Steelcase Inc. Common Stock
6570,SCSC,ScanSource Inc. Common Stock
6571,SCU,Sculptor Capital Management Inc. Class A Common Stock
6572,SCVL,Shoe Carnival Inc. Common Stock
6573,SCVX,SCVX Corp. Class A Ordinary Shares
6574,SCWX,SecureWorks Corp. Class A Common Stock
6575,SCX,L.S. Starrett Company (The) Common Stock
6576,SCYX,SCYNEXIS Inc. Common Stock
6577,SD,SandRidge Energy Inc. Common Stock
6578,SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock
6579,SDACU,Sustainable Development Acquisition I Corp. Unit
6580,SDACW,Sustainable Development Acquisition I Corp. Warrant
6581,SDC,SmileDirectClub Inc. Class A Common Stock
6582,SDGR,Schrodinger Inc. Common Stock
6583,SDH,Global Internet of People Inc. Ordinary Shares
6584,SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
6585,SDIG,Stronghold Digital Mining Inc. Class A Common Stock
6586,SDPI,Superior Drilling Products Inc. Common Stock
6587,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
6588,SEAC,SeaChange International Inc. Common Stock
6589,SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock
6590,SEAS,SeaWorld Entertainment Inc. Common Stock
6591,SEAT,Vivid Seats Inc. Class A Common Stock
6592,SEATW,Vivid Seats Inc. Warrant
6593,SEB,Seaboard Corporation Common Stock
6594,SECO,Secoo Holding Limited ADS
6595,SEDG,SolarEdge Technologies Inc. Common Stock
6596,SEE,Sealed Air Corporation Common Stock
6597,SEED,Origin Agritech Limited Common Stock
6598,SEEL,Seelos Therapeutics Inc. Common Stock
6599,SEER,Seer Inc. Class A Common Stock
6600,SEIC,SEI Investments Company Common Stock
6601,SELB,Selecta Biosciences Inc. Common Stock
6602,SELF,Global Self Storage Inc. Common Stock
6603,SEM,Select Medical Holdings Corporation Common Stock
6604,SEMR,SEMrush Holdings Inc. Class A Common Stock
6605,SENEA,Seneca Foods Corp. Class A Common Stock
6606,SENEB,Seneca Foods Corp. Class B Common Stock
6607,SENS,Senseonics Holdings Inc. Common Stock
6608,SERA,Sera Prognostics Inc. Class A Common Stock
6609,SESN,Sesen Bio Inc. Common Stock
6610,SEV,Sono Group N.V. Common Shares
6611,SEVN,Seven Hills Realty Trust Common Stock
6612,SF,Stifel Financial Corporation Common Stock
6613,SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B
6614,SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C
6615,SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D
6616,SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
6617,SFBC,Sound Financial Bancorp Inc. Common Stock
6618,SFBS,ServisFirst Bancshares Inc. Common Stock
6619,SFE,Safeguard Scientifics Inc. New Common Stock
6620,SFET,Safe-T Group Ltd. American Depositary Share
6621,SFIX,Stitch Fix Inc. Class A Common Stock
6622,SFL,SFL Corporation Ltd
6623,SFM,Sprouts Farmers Market Inc. Common Stock
6624,SFNC,Simmons First National Corporation Class A Common Stock
6625,SFST,Southern First Bancshares Inc. Common Stock
6626,SFT,Shift Technologies Inc. Class A Common Stock
6627,SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value)
6628,SG,Sweetgreen Inc. Class A Common Stock
6629,SGA,Saga Communications Inc. Class A Common Stock (FL)
6630,SGBX,SG Blocks Inc. Common Stock
6631,SGC,Superior Group of Companies Inc. Common Stock
6632,SGEN,Seagen Inc. Common Stock
6633,SGFY,Signify Health Inc. Class A Common Stock
6634,SGH,SMART Global Holdings Inc. Ordinary Shares
6635,SGHT,Sight Sciences Inc. Common Stock
6636,SGII,Seaport Global Acquisition II Corp. Class A Common Stock
6637,SGIIU,Seaport Global Acquisition II Corp. Unit
6638,SGIIW,Seaport Global Acquisition II Corp. Warrants
6639,SGLB,Sigma Labs Inc. Common Stock
6640,SGLBW,Sigma Labs Inc. Warrant
6641,SGMA,SigmaTron International Inc. Common Stock
6642,SGML,Sigma Lithium Corporation Common Shares
6643,SGMO,Sangamo Therapeutics Inc. Common Stock
6644,SGMS,Scientific Games Corp Common Stock
6645,SGRP,SPAR Group Inc. Common Stock
6646,SGRY,Surgery Partners Inc. Common Stock
6647,SGTX,Sigilon Therapeutics Inc. Common Stock
6648,SGU,Star Group L.P. Common Stock
6649,SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock
6650,SHACU,SCP & CO Healthcare Acquisition Company Unit
6651,SHACW,SCP & CO Healthcare Acquisition Company Warrant
6652,SHAK,Shake Shack Inc. Class A Common Stock
6653,SHBI,Shore Bancshares Inc Common Stock
6654,SHC,Sotera Health Company Common Stock
6655,SHCAU,Spindletop Health Acquisition Corp. Unit
6656,SHCR,Sharecare Inc. Class A Common Stock
6657,SHCRW,Sharecare Inc. Warrant
6658,SHEN,Shenandoah Telecommunications Co Common Stock
6659,SHG,Shinhan Financial Group Co Ltd American Depositary Shares
6660,SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock
