Symbol,Name
3377,GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg
3378,GS^J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate
3379,GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K
3380,GSAQ,Global Synergy Acquisition Corp. Class A Ordinary Shares
3381,GSAQW,Global Synergy Acquisition Corp. Warrant
3382,GSAT,Globalstar Inc. Common Stock
3383,GSBC,Great Southern Bancorp Inc. Common Stock
3384,GSBD,Goldman Sachs BDC Inc. Common Stock
3385,GSEV,Gores Holdings VII Inc. Class A Common Stock
3386,GSEVU,Gores Holdings VII Inc. Units
3387,GSEVW,Gores Holdings VII Inc. Warrant
3388,GSHD,Goosehead Insurance Inc. Class A Common Stock
3389,GSIT,GSI Technology Common Stock
3390,GSK,GlaxoSmithKline PLC Common Stock
3391,GSKY,GreenSky Inc. Class A Common Stock
3392,GSL,Global Ship Lease Inc New Class A Common Shares
3393,GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)
3394,GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024
3395,GSM,Ferroglobe PLC Ordinary Shares
3396,GSMG,Glory Star New Media Group Holdings Limited Ordinary Share
3397,GSMGW,Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025
3398,GSQD,G Squared Ascend I Inc. Class A Ordinary Shares
3399,GSS,Golden Star Resources Ltd Common Stock
3400,GSV,Gold Standard Ventures Corporation Common Stock (Canada)
3401,GT,The Goodyear Tire & Rubber Company Common Stock
3402,GTACU,Global Technology Acquisition Corp. I Unit
3403,GTACW,Global Technology Acquisition Corp. I Warrant
3404,GTBP,GT Biopharma Inc. Common Stock
3405,GTE,Gran Tierra Energy Inc. Common Stock
3406,GTEC,Greenland Technologies Holding Corporation Ordinary Shares
3407,GTES,Gates Industrial Corporation plc Ordinary Shares
3408,GTH,Genetron Holdings Limited ADS
3409,GTHX,G1 Therapeutics Inc. Common Stock
3410,GTIM,Good Times Restaurants Inc. Common Stock
3411,GTLB,GitLab Inc. Class A Common Stock
3412,GTLS,Chart Industries Inc. Common Stock
3413,GTN,Gray Television Inc. Common Stock
3414,GTPA,Gores Technology Partners Inc. Class A Common Stock
3415,GTPAW,Gores Technology Partners Inc. Warrant
3416,GTPB,Gores Technology Partners II Inc. Class A Common Stock
3417,GTPBU,Gores Technology Partners II Inc. Units
3418,GTS,Triple-S Management Corporation Common Stock
3419,GTX,Garrett Motion Inc. Common Stock
3420,GTXAP,Garrett Motion Inc. Series A Cumulative Convertible Preferred Stock
3421,GTY,Getty Realty Corporation Common Stock
3422,GTYH,GTY Technology Holdings Inc. Common Stock
3423,GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest
3424,GURE,Gulf Resources Inc. (NV) Common Stock
3425,GUT,Gabelli Utility Trust (The) Common Stock
3426,GUT^A,Gabelli Utility Trust (The) 5.625% Series A Cumulative Preferred Shares
3427,GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares
3428,GVA,Granite Construction Incorporated Common Stock
3429,GVCIU,Green Visor Financial Technology Acquisition Corp. I Units
3430,GVP,GSE Systems Inc. Common Stock
3431,GWB,Great Western Bancorp Inc. Common Stock
3432,GWGH,GWG Holdings Inc Common Stock
3433,GWH,ESS Tech Inc. Common Stock
3434,GWII,Good Works II Acquisition Corp. Common Stock
3435,GWIIW,Good Works II Acquisition Corp. Warrant
3436,GWRE,Guidewire Software Inc. Common Stock
3437,GWRS,Global Water Resources Inc. Common Stock
3438,GWW,W.W. Grainger Inc. Common Stock
3439,GXII,GX Acquisition Corp. II Class A Common Stock
3440,GXIIU,GX Acquisition Corp. II Unit
3441,GXIIW,GX Acquisition Corp. II Warrant
3442,GXO,GXO Logistics Inc. Common Stock 
3443,GYRO,Gyrodyne LLC Common Stock
3444,H,Hyatt Hotels Corporation Class A Common Stock
3445,HA,Hawaiian Holdings Inc. Common Stock
3446,HAAC,Health Assurance Acquisition Corp. Class A Common Stock
3447,HAACU,Health Assurance Acquisition Corp. SAIL Securities
3448,HAACW,Health Assurance Acquisition Corp. Warrants
3449,HAE,Haemonetics Corporation Common Stock
3450,HAFC,Hanmi Financial Corporation Common Stock
3451,HAIAU,Healthcare AI Acquisition Corp. Unit
3452,HAIN,Hain Celestial Group Inc. (The) Common Stock
3453,HAL,Halliburton Company Common Stock
3454,HALL,Hallmark Financial Services Inc. Common Stock
3455,HALO,Halozyme Therapeutics Inc. Common Stock
3456,HAPP,Happiness Development Group Limited Class A Ordinary Shares
3457,HARP,Harpoon Therapeutics Inc. Common Stock
3458,HAS,Hasbro Inc. Common Stock
3459,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock
3460,HAYN,Haynes International Inc. Common Stock
3461,HAYW,Hayward Holdings Inc. Common Stock
3462,HBAN,Huntington Bancshares Incorporated Common Stock
3463,HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock
3464,HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock
3465,HBB,Hamilton Beach Brands Holding Company Class A Common Stock 
3466,HBCP,Home Bancorp Inc. Common Stock
3467,HBI,Hanesbrands Inc. Common Stock
3468,HBIO,Harvard Bioscience Inc. Common Stock
3469,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada)
3470,HBMD,Howard Bancorp Inc. Common Stock
3471,HBNC,Horizon Bancorp Inc. Common Stock
3472,HBP,Huttig Building Products Inc. Common Stock
3473,HBT,HBT Financial Inc. Common Stock
3474,HCA,HCA Healthcare Inc. Common Stock
3475,HCAR,Healthcare Services Acquisition Corporation Class A Common Stock
3476,HCARU,Healthcare Services Acquisition Corporation Unit
3477,HCARW,Healthcare Services Acquisition Corporation Warrant
3478,HCAT,Health Catalyst Inc Common Stock
3479,HCC,Warrior Met Coal Inc. Common Stock
3480,HCCC,Healthcare Capital Corp. Class A common stock
3481,HCCCU,Healthcare Capital Corp. Unit
3482,HCCCW,Healthcare Capital Corp. Warrant
3483,HCCI,Heritage-Crystal Clean Inc. Common Stock
3484,HCDI,Harbor Custom Development Inc. Common Stock
3485,HCDIP,Harbor Custom Development Inc. 8.0% Series A Cumulative Convertible Preferred Stock no par value
3486,HCDIW,Harbor Custom Development Inc. Warrant
3487,HCDIZ,Harbor Custom Development Inc. Warrant
3488,HCI,HCI Group Inc. Common Stock
3489,HCIC,Hennessy Capital Investment Corp. V Class A Common Stock
3490,HCICU,Hennessy Capital Investment Corp. V Units 
3491,HCICW,Hennessy Capital Investment Corp. V Warrant
3492,HCII,Hudson Executive Investment Corp. II Class A Common Stock
3493,HCIIU,Hudson Executive Investment Corp. II Unit
3494,HCIIW,Hudson Executive Investment Corp. II Warrant
3495,HCKT,Hackett Group Inc (The). Common Stock
3496,HCM,HUTCHMED (China) Limited American Depositary Shares
3497,HCNE,Jaws Hurricane Acquisition Corp. Class A Common Stock
3498,HCNEU,Jaws Hurricane Acquisition Corp. Unit
3499,HCP,HashiCorp Inc. Class A Common Stock
3500,HCSG,Healthcare Services Group Inc. Common Stock
3501,HCTI,Healthcare Triangle Inc. Common Stock
3502,HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock
3503,HCWB,HCW Biologics Inc. Common Stock
3504,HCXY,Hercules Capital Inc. 6.25% Notes due 2033
3505,HD,Home Depot Inc. (The) Common Stock
3506,HDB,HDFC Bank Limited Common Stock
3507,HDSN,Hudson Technologies Inc. Common Stock
3508,HE,Hawaiian Electric Industries Inc. Common Stock
3509,HEAR,Turtle Beach Corporation Common Stock
3510,HEES,H&E Equipment Services Inc. Common Stock
3511,HEI,Heico Corporation Common Stock
3512,HEI/A,Heico Corporation
3513,HELE,Helen of Troy Limited Common Stock
3514,HEP,Holly Energy Partners L.P. Common Stock
3515,HEPA,Hepion Pharmaceuticals Inc. Common Stock
3516,HEPS,D-Market Electronic Services & Trading American Depositary Shares
3517,HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
3518,HERA,FTAC Hera Acquisition Corp. Class A Ordinary Shares
3519,HERAU,FTAC Hera Acquisition Corp. Units
3520,HERAW,FTAC Hera Acquisition Corp. Warrant
3521,HES,Hess Corporation Common Stock
3522,HESM,Hess Midstream LP Class A Share
3523,HEXO,HEXO Corp. Common Shares
3524,HFBL,Home Federal Bancorp Inc. of Louisiana Common StocK
3525,HFC,HollyFrontier Corporation Common Stock
3526,HFFG,HF Foods Group Inc. Common Stock
3527,HFRO,Highland Income Fund
3528,HFRO^A,Highland Income Fund 5.375% Series A Cumulative Preferred Shares
3529,HFWA,Heritage Financial Corporation Common Stock
3530,HGBL,Heritage Global Inc. Common Stock
3531,HGEN,Humanigen Inc. Common Stock
3532,HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042
3533,HGLB,Highland Global Allocation Fund Common Stock
3534,HGSH,China HGS Real Estate Inc. Common Stock
3535,HGTY,Hagerty Inc. Class A Common Stock
3536,HGV,Hilton Grand Vacations Inc. Common Stock 
3537,HHC,Howard Hughes Corporation (The) Common Stock
3538,HHGC,HHG Capital Corporation Ordinary Shares
3539,HHGCW,HHG Capital Corporation Warrant
3540,HHLA,HH&L Acquisition Co. Class A Ordinary Shares
3541,HHR,HeadHunter Group PLC American Depositary Shares
3542,HHS,Harte-Hanks Inc. Common Stock
3543,HI,Hillenbrand Inc Common Stock
3544,HIBB,Hibbett Inc. Common Stock
3545,HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
3546,HIFS,Hingham Institution for Savings Common Stock
3547,HIG,Hartford Financial Services Group Inc. (The) Common Stock
3548,HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value
3549,HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares
3550,HIHO,Highway Holdings Limited Common Stock
3551,HII,Huntington Ingalls Industries Inc. Common Stock
3552,HIII,Hudson Executive Investment Corp. III Class A Common Stock
3553,HIIIU,Hudson Executive Investment Corp. III Unit
3554,HIIIW,Hudson Executive Investment Corp. III Warrant
3555,HIL,Hill International Inc. Common Stock
3556,HIMS,Hims & Hers Health Inc. Class A Common Stock
3557,HIMX,Himax Technologies Inc. American Depositary Shares
3558,HIO,Western Asset High Income Opportunity Fund Inc. Common Stock
3559,HIPO,Hippo Holdings Inc. Common Stock
3560,HITI,High Tide Inc. Common Shares
3561,HIVE,Hive Blockchain Technologies Ltd. Common Shares
3562,HIW,Highwoods Properties Inc. Common Stock
3563,HIX,Western Asset High Income Fund II Inc. Common Stock
3564,HKIB,AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share
3565,HL,Hecla Mining Company Common Stock
3566,HL^B,Hecla Mining Company Preferred Stock
3567,HLAH,Hamilton Lane Alliance Holdings I Inc. Class A Common Stock
3568,HLAHU,Hamilton Lane Alliance Holdings I Inc. Unit
3569,HLAHW,Hamilton Lane Alliance Holdings I Inc. Warrant
3570,HLBZ,Helbiz Inc. Class A Common stock
3571,HLBZW,Helbiz Inc. Warrant
3572,HLF,Herbalife Nutrition Ltd. Common Stock
3573,HLG,Hailiang Education Group Inc. American Depositary Shares
3574,HLI,Houlihan Lokey Inc. Class A Common Stock
3575,HLIO,Helios Technologies Inc. Common Stock
3576,HLIT,Harmonic Inc. Common Stock
3577,HLLY,Holley Inc. Common Stock
3578,HLMN,Hillman Solutions Corp. Common Stock
3579,HLNE,Hamilton Lane Incorporated Class A Common Stock
3580,HLT,Hilton Worldwide Holdings Inc. Common Stock 
3581,HLTH,Cue Health Inc. Common Stock
3582,HLX,Helix Energy Solutions Group Inc. Common Stock
3583,HLXA,Helix Acquisition Corp. Class A Ordinary Shares
3584,HMC,Honda Motor Company Ltd. Common Stock
3585,HMCO,HumanCo Acquisition Corp. Class A Common Stock
3586,HMCOU,HumanCo Acquisition Corp. Unit
3587,HMCOW,HumanCo Acquisition Corp. Warrant
3588,HMG,HMG/Courtland Properties Inc. Common Stock
3589,HMHC,Houghton Mifflin Harcourt Company Common Stock
3590,HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests
3591,HMLP^A,Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units
3592,HMN,Horace Mann Educators Corporation Common Stock
3593,HMNF,HMN Financial Inc. Common Stock
3594,HMPT,Home Point Capital Inc Common Stock
3595,HMST,HomeStreet Inc. Common Stock
3596,HMTV,Hemisphere Media Group Inc. Class A Common Stock
3597,HMY,Harmony Gold Mining Company Limited
3598,HNGR,Hanger Inc. Common Stock
3599,HNI,HNI Corporation Common Stock
3600,HNNA,Hennessy Advisors Inc. Common Stock
3601,HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026
3602,HNP,Huaneng Power Intl Common Stock
3603,HNRG,Hallador Energy Company Common Stock
3604,HNST,The Honest Company Inc. Common Stock
3605,HNW,Pioneer Diversified High Income Fund Inc.
3606,HOFT,Hooker Furnishings Corporation Common Stock
3607,HOFV,Hall of Fame Resort & Entertainment Company Common Stock
3608,HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant
3609,HOG,Harley-Davidson Inc. Common Stock
3610,HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands)
3611,HOLX,Hologic Inc. Common Stock
3612,HOMB,Home BancShares Inc. Common Stock
3613,HON,Honeywell International Inc. Common Stock
3614,HONE,HarborOne Bancorp Inc. Common Stock
3615,HOOD,Robinhood Markets Inc. Class A Common Stock
3616,HOOK,HOOKIPA Pharma Inc. Common Stock
3617,HOPE,Hope Bancorp Inc. Common Stock
3618,HORIU,Emerging Markets Horizon Corp. Unit
3619,HOTH,Hoth Therapeutics Inc. Common Stock
3620,HOV,Hovnanian Enterprises Inc. Class A Common Stock
3621,HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd
3622,HOWL,Werewolf Therapeutics Inc. Common Stock
3623,HP,Helmerich & Payne Inc. Common Stock
3624,HPE,Hewlett Packard Enterprise Company Common Stock
3625,HPF,John Hancock Pfd Income Fund II Pfd Income Fund II
3626,HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest
3627,HPK,HighPeak Energy Inc. Common Stock
3628,HPKEW,HighPeak Energy Inc. Warrant
3629,HPLT,Home Plate Acquisition Corporation Class A Common Stock
3630,HPLTW,Home Plate Acquisition Corporation Warrant
3631,HPP,Hudson Pacific Properties Inc. Common Stock
3632,HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock
3633,HPQ,HP Inc. Common Stock
3634,HPS,John Hancock Preferred Income Fund III Preferred Income Fund III
3635,HPX,HPX Corp. Class A Ordinary Shares
3636,HQH,Tekla Healthcare Investors Common Stock
3637,HQI,HireQuest Inc. Common Stock (DE)
3638,HQL,TeklaLife Sciences Investors Common Stock
3639,HQY,HealthEquity Inc. Common Stock
3640,HR,Healthcare Realty Trust Incorporated Common Stock
3641,HRB,H&R Block Inc. Common Stock
3642,HRI,Herc Holdings Inc. Common Stock 
3643,HRL,Hormel Foods Corporation Common Stock
3644,HRMY,Harmony Biosciences Holdings Inc. Common Stock
3645,HROW,Harrow Health Inc. Common Stock
3646,HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026
3647,HRT,HireRight Holdings Corporation Common Stock
3648,HRTG,Heritage Insurance Holdings Inc. Common Stock
3649,HRTX,Heron Therapeutics Inc. Common Stock
3650,HRZN,Horizon Technology Finance Corporation Common Stock
3651,HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares
3652,HSBC,HSBC Holdings plc. Common Stock
3653,HSC,Harsco Corporation Common Stock
3654,HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE)
3655,HSIC,Henry Schein Inc. Common Stock
3656,HSII,Heidrick & Struggles International Inc. Common Stock
3657,HSKA,Heska Corporation Common Stock
3658,HSON,Hudson Global Inc. Common Stock
3659,HST,Host Hotels & Resorts Inc. Common Stock
3660,HSTM,HealthStream Inc. Common Stock
3661,HSTO,Histogen Inc. Common Stock
3662,HSY,The Hershey Company Common Stock
3663,HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
3664,HT^C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
3665,HT^D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share
3666,HT^E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
3667,HTA,Healthcare Trust of America Inc. Class A Common Stock
3668,HTBI,HomeTrust Bancshares Inc. Common Stock
3669,HTBK,Heritage Commerce Corp Common Stock
3670,HTBX,Heat Biologics Inc. Common Stock
3671,HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
3672,HTGC,Hercules Capital Inc. Common Stock
3673,HTGM,HTG Molecular Diagnostics Inc. Common Stock
3674,HTH,Hilltop Holdings Inc.
3675,HTHT,Huazhu Group Limited American Depositary Shares
3676,HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock
3677,HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock
3678,HTLD,Heartland Express Inc. Common Stock
3679,HTLF,Heartland Financial USA Inc. Common Stock
3680,HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E
3681,HTOO,Fusion Fuel Green PLC Class A Ordinary Shares
3682,HTOOW,Fusion Fuel Green PLC Warrant
3683,HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares
3684,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest
3685,HTZ,Hertz Global Holdings Inc Common Stock
3686,HTZWW,Hertz Global Holdings Inc Warrant
3687,HUBB,Hubbell Inc Common Stock
3688,HUBG,Hub Group Inc. Class A Common Stock
3689,HUBS,HubSpot Inc. Common Stock
3690,HUDI,Huadi International Group Co. Ltd. Ordinary Shares
3691,HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares
3692,HUGS,USHG Acquisition Corp. Class A Common Stock
3693,HUIZ,Huize Holding Limited American Depositary Shares
3694,HUM,Humana Inc. Common Stock
3695,HUMA,Humacyte Inc. Common Stock
3696,HUMAW,Humacyte Inc. Warrant
3697,HUN,Huntsman Corporation Common Stock
3698,HURC,Hurco Companies Inc. Common Stock
3699,HURN,Huron Consulting Group Inc. Common Stock
3700,HUSA,Houston American Energy Corporation Common Stock
3701,HUSN,Hudson Capital Inc. Ordinary Shares
3702,HUT,Hut 8 Mining Corp. Common Shares
3703,HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share
3704,HVBC,HV Bancorp Inc. Common Stock
3705,HVT,Haverty Furniture Companies Inc. Common Stock
3706,HVT/A,Haverty Furniture Companies Inc.
3707,HWBK,Hawthorn Bancshares Inc. Common Stock
3708,HWC,Hancock Whitney Corporation Common Stock
3709,HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060
3710,HWEL,Healthwell Acquisition Corp. I Class A Common Stock
3711,HWKN,Hawkins Inc. Common Stock
3712,HWKZ,Hawks Acquisition Corp Class A Common Stock
3713,HWM,Howmet Aerospace Inc. Common Stock
3714,HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock
3715,HXL,Hexcel Corporation Common Stock
3716,HY,Hyster-Yale Materials Handling Inc. Class A Common Stock
3717,HYAC,Haymaker Acquisition Corp. III Class A common stock
3718,HYACW,Haymaker Acquisition Corp. III Warrant
3719,HYB,New America High Income Fund Inc. (The) Common Stock
3720,HYFM,Hydrofarm Holdings Group Inc. Common Stock
3721,HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock
3722,HYLN,Hyliion Holdings Corp. Class A Common Stock
3723,HYMC,Hycroft Mining Holding Corporation Class A Common Stock
3724,HYMCL,Hycroft Mining Holding Corporation Warrants
3725,HYMCW,Hycroft Mining Holding Corporation  Warrant
3726,HYMCZ,Hycroft Mining Holding Corporation Warrant
3727,HYPR,Hyperfine Inc. Class A Common Stock
3728,HYRE,HyreCar Inc. Common Stock
3729,HYT,Blackrock Corporate High Yield Fund Inc. Common Stock
3730,HYW,Hywin Holdings Ltd. American Depositary Shares
3731,HYZN,Hyzon Motors Inc. Class A Common Stock
3732,HYZNW,Hyzon Motors Inc. Warrants
3733,HZN,Horizon Global Corporation Common Shares
3734,HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares
3735,HZO,MarineMax Inc.  (FL) Common Stock
3736,HZON,Horizon Acquisition Corporation II Class A Ordinary Shares
3737,IAA,IAA Inc. Common Stock 
3738,IAC,IAC/InterActiveCorp Common Stock
3739,IACC,ION Acquisition Corp 3 Ltd. Class A Ordinary Shares
3740,IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
3741,IAF,Aberdeen Australia Equity Fund Inc Common Stock
3742,IAG,Iamgold Corporation Ordinary Shares
3743,IART,Integra LifeSciences Holdings Corporation Common Stock
3744,IAS,Integral Ad Science Holding Corp. Common Stock
3745,IBA,Industrias Bachoco S.A.B. de C.V. Common Stock
3746,IBCP,Independent Bank Corporation Common Stock
3747,IBER,Ibere Pharmaceuticals Class A Ordinary Shares
3748,IBEX,IBEX Limited Common Shares
3749,IBIO,iBio Inc. Common Stock
3750,IBKR,Interactive Brokers Group Inc. Class A Common Stock
3751,IBM,International Business Machines Corporation Common Stock
3752,IBN,ICICI Bank Limited Common Stock
3753,IBOC,International Bancshares Corporation Common Stock
3754,IBP,Installed Building Products Inc. Common Stock
3755,IBRX,ImmunityBio Inc. Common Stock
3756,IBTX,Independent Bank Group Inc Common Stock
3757,ICAD,iCAD Inc. Common Stock
3758,ICCC,ImmuCell Corporation Common Stock
3759,ICCH,ICC Holdings Inc. Common Stock
3760,ICCM,IceCure Medical Ltd. Ordinary Shares
3761,ICD,Independence Contract Drilling Inc. Common Stock
3762,ICE,Intercontinental Exchange Inc. Common Stock
3763,ICFI,ICF International Inc. Common Stock
3764,ICHR,Ichor Holdings Ordinary Shares
3765,ICL,ICL Group Ltd. Ordinary Shares
3766,ICLK,iClick Interactive Asia Group Limited American Depositary Shares
3767,ICLR,ICON plc Ordinary Shares
3768,ICMB,Investcorp Credit Management BDC Inc. Common Stock
3769,ICPT,Intercept Pharmaceuticals Inc. Common Stock
3770,ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock
3771,ICUI,ICU Medical Inc. Common Stock
3772,ICVX,Icosavax Inc. Common Stock
3773,ID,PARTS iD Inc. Class A Common Stock
3774,IDA,IDACORP Inc. Common Stock
3775,IDBA,IDEX Biometrics ASA American Depositary Shares
3776,IDCC,InterDigital Inc. Common Stock
3777,IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest
3778,IDEX,Ideanomics Inc. Common Stock
3779,IDN,Intellicheck Inc. Common Stock
3780,IDRA,Idera Pharmaceuticals Inc. Common Stock
3781,IDT,IDT Corporation Class B Common Stock
3782,IDW,IDW Media Holdings Class B Common Stock
3783,IDXX,IDEXX Laboratories Inc. Common Stock
3784,IDYA,IDEAYA Biosciences Inc. Common Stock
3785,IEA,Infrastructure and Energy Alternatives Inc. Common Stock
3786,IEAWW,Infrastructure and Energy Alternatives Inc. Warrant
3787,IEP,Icahn Enterprises L.P. Common Stock
3788,IESC,IES Holdings Inc. Common Stock
3789,IEX,IDEX Corporation Common Stock
3790,IFBD,Infobird Co. Ltd Ordinary Shares
3791,IFF,International Flavors & Fragrances Inc. Common Stock
3792,IFN,India Fund Inc. (The) Common Stock
3793,IFRX,InflaRx N.V. Common Stock
3794,IFS,Intercorp Financial Services Inc. Common Shares
3795,IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
3796,IGAC,IG Acquisition Corp. Class A Common Stock
3797,IGACU,IG Acquisition Corp. Unit
3798,IGACW,IG Acquisition Corp. Warrant
3799,IGAP,Integrity Applications Inc. Common Stock
3800,IGC,India Globalization Capital Inc. Common Stock
3801,IGD,Voya Global Equity Dividend and Premium Opportunity Fund
3802,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
3803,IGIC,International General Insurance Holdings Ltd. Ordinary Share
3804,IGMS,IGM Biosciences Inc. Common Stock
3805,IGNY,Ignyte Acquisition Corp. Common Stock
3806,IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest
3807,IGT,International Game Technology Ordinary Shares
3808,IGTAU,Inception Growth Acquisition Limited Unit
3809,IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares
3810,IHC,Independence Holding Company Common Stock
3811,IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
3812,IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
3813,IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
3814,IHRT,iHeartMedia Inc. Class A Common Stock
3815,IHS,IHS Holding Limited Ordinary Shares
3816,IHT,InnSuites Hospitality Trust Shares of Beneficial Interest
3817,IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share
3818,IIF,Morgan Stanley India Investment Fund Inc. Common Stock
3819,III,Information Services Group Inc. Information Services Group Inc. Common Stock
3820,IIII,INSU Acquisition Corp. III Class A Common Stock
3821,IIIIW,INSU Acquisition Corp. III Warrant
3822,IIIN,Insteel Industries Inc. Common Stock
3823,IIIV,i3 Verticals Inc. Class A Common Stock
3824,IIM,Invesco Value Municipal Income Trust Common Stock
3825,IIN,Intricon Corporation Common Stock
3826,IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares
3827,IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant
3828,IIPR,Innovative Industrial Properties Inc. Common Stock
3829,IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock
3830,IIVI,II-VI Incorporated Common Stock
3831,IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock
3832,IKNA,Ikena Oncology Inc. Common Stock
3833,IKT,Inhibikase Therapeutics Inc. Common Stock
3834,ILMN,Illumina Inc. Common Stock
3835,ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest
3836,IMAB,I-MAB American Depositary Shares
3837,IMAC,IMAC Holdings Inc. Common Stock
3838,IMAQ,International Media Acquisition Corp. Class A Common Stock
3839,IMAQR,International Media Acquisition Corp. Rights
3840,IMAQU,International Media Acquisition Corp. Unit
3841,IMAQW,International Media Acquisition Corp. Warrants
3842,IMAX,Imax Corporation Common Stock
3843,IMBI,iMedia Brands Inc. Class A Common Stock
3844,IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026
3845,IMCC,IM Cannabis Corp. Common Shares
3846,IMCR,Immunocore Holdings plc American Depositary Shares
3847,IMGN,ImmunoGen Inc. Common Stock
3848,IMGO,Imago BioSciences Inc. Common stock
3849,IMH,Impac Mortgage Holdings Inc. Common Stock 
3850,IMKTA,Ingles Markets Incorporated Class A Common Stock
3851,IMMP,Immutep Limited American Depositary Shares
3852,IMMR,Immersion Corporation Common Stock
3853,IMMX,Immix Biopharma Inc. Common Stock
3854,IMNM,Immunome Inc. Common Stock
3855,IMO,Imperial Oil Limited Common Stock
3856,IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares
